"","ipdN","st","epiyrN","cmlevel","epiyr","agec","offset","cm.age.level"
"2284",2,"16F",18,"1",2009,4,2.8542672075,"1_4"
"2285",0,"16F",19,"1",2010,4,2.9653354688,"1_4"
"2286",3,"16F",20,"1",2011,4,2.9743773189,"1_4"
"2287",2,"16F",21,"1",2012,4,3.3214701485,"1_4"
"2288",2,"16F",22,"1",2013,4,3.2801982809,"1_4"
"2289",1,"16F",23,"1",2014,4,3.3759148419,"1_4"
"2290",1,"16F",3,"1",1994,5,0.5299356119,"1_5"
"2291",2,"16F",4,"1",1995,5,0.8849982973,"1_5"
"2292",5,"16F",5,"1",1996,5,1.0577524654,"1_5"
"2293",5,"16F",6,"1",1997,5,1.4026892689,"1_5"
"2294",1,"16F",7,"1",1998,5,1.6907803695,"1_5"
"2295",4,"16F",8,"1",1999,5,1.6008199623,"1_5"
"2296",4,"16F",9,"1",2000,5,1.8670167146,"1_5"
"2297",0,"16F",10,"1",2001,5,2.1603228163,"1_5"
"2298",5,"16F",11,"1",2002,5,1.962997874,"1_5"
"2299",2,"16F",12,"1",2003,5,2.0470538462,"1_5"
"2300",1,"16F",13,"1",2004,5,2.3845356048,"1_5"
"2301",3,"16F",14,"1",2005,5,2.4554558534,"1_5"
"2302",0,"16F",15,"1",2006,5,2.5303419094,"1_5"
"2303",0,"16F",16,"1",2007,5,2.5458951017,"1_5"
"2304",4,"16F",17,"1",2008,5,2.8847794915,"1_5"
"2305",3,"16F",18,"1",2009,5,2.9096859172,"1_5"
"2306",5,"16F",19,"1",2010,5,3.1117955825,"1_5"
"2307",4,"16F",20,"1",2011,5,3.2618377397,"1_5"
"2308",4,"16F",21,"1",2012,5,3.3710067857,"1_5"
"2309",5,"16F",22,"1",2013,5,3.7226632979,"1_5"
"2310",9,"16F",23,"1",2014,5,3.6888090317,"1_5"
"2311",0,"17A",3,"1",1994,4,0.4938619877,"1_4"
"2312",0,"17A",4,"1",1995,4,0.7453476511,"1_4"
"2313",1,"17A",5,"1",1996,4,0.9725707762,"1_4"
"2314",0,"17A",6,"1",1997,4,1.1178057653,"1_4"
"2315",0,"17A",7,"1",1998,4,1.2566422024,"1_4"
"2316",0,"17A",8,"1",1999,4,1.5160357694,"1_4"
"2317",0,"17A",9,"1",2000,4,1.5630410204,"1_4"
"2318",0,"17A",10,"1",2001,4,1.8542848906,"1_4"
"2319",0,"17A",11,"1",2002,4,1.9897251309,"1_4"
"2320",0,"17A",12,"1",2003,4,2.1290315636,"1_4"
"2321",0,"17A",13,"1",2004,4,2.3177097047,"1_4"
"2322",0,"17A",14,"1",2005,4,2.4343957097,"1_4"
"2323",0,"17A",15,"1",2006,4,2.8261670746,"1_4"
"2324",0,"17A",16,"1",2007,4,2.7392827603,"1_4"
"2325",0,"17A",17,"1",2008,4,2.7879688659,"1_4"
"2326",0,"17A",18,"1",2009,4,2.8542672075,"1_4"
"2327",0,"17A",19,"1",2010,4,2.9653354688,"1_4"
"2328",0,"17A",20,"1",2011,4,2.9743773189,"1_4"
"2329",0,"17A",21,"1",2012,4,3.3214701485,"1_4"
"2330",1,"17A",22,"1",2013,4,3.2801982809,"1_4"
"2331",2,"17A",23,"1",2014,4,3.3759148419,"1_4"
"2332",0,"17A",3,"1",1994,5,0.5299356119,"1_5"
"2333",0,"17A",4,"1",1995,5,0.8849982973,"1_5"
"2334",0,"17A",5,"1",1996,5,1.0577524654,"1_5"
"2335",0,"17A",6,"1",1997,5,1.4026892689,"1_5"
"2336",0,"17A",7,"1",1998,5,1.6907803695,"1_5"
"2337",0,"17A",8,"1",1999,5,1.6008199623,"1_5"
"2338",0,"17A",9,"1",2000,5,1.8670167146,"1_5"
"2339",0,"17A",10,"1",2001,5,2.1603228163,"1_5"
"2340",0,"17A",11,"1",2002,5,1.962997874,"1_5"
"2341",0,"17A",12,"1",2003,5,2.0470538462,"1_5"
"2342",0,"17A",13,"1",2004,5,2.3845356048,"1_5"
"2343",0,"17A",14,"1",2005,5,2.4554558534,"1_5"
"2344",0,"17A",15,"1",2006,5,2.5303419094,"1_5"
"2345",0,"17A",16,"1",2007,5,2.5458951017,"1_5"
"2346",0,"17A",17,"1",2008,5,2.8847794915,"1_5"
"2347",0,"17A",18,"1",2009,5,2.9096859172,"1_5"
"2348",0,"17A",19,"1",2010,5,3.1117955825,"1_5"
"2349",0,"17A",20,"1",2011,5,3.2618377397,"1_5"
"2350",0,"17A",21,"1",2012,5,3.3710067857,"1_5"
"2351",0,"17A",22,"1",2013,5,3.7226632979,"1_5"
"2352",1,"17A",23,"1",2014,5,3.6888090317,"1_5"
"2353",0,"17F",3,"0",1994,1,3.2372613781,"0_1"
"2354",0,"17F",4,"0",1995,1,3.309206358,"0_1"
"2355",0,"17F",5,"0",1996,1,3.3685549554,"0_1"
"2356",0,"17F",6,"0",1997,1,3.3883355848,"0_1"
"2357",0,"17F",7,"0",1998,1,3.3857479579,"0_1"
"2358",0,"17F",8,"0",1999,1,3.3919888131,"0_1"
"2359",1,"17F",9,"0",2000,1,3.344126142,"0_1"
"2360",0,"17F",10,"0",2001,1,3.308073347,"0_1"
"2361",0,"17F",11,"0",2002,1,3.267262325,"0_1"
"2362",0,"17F",12,"0",2003,1,3.2504270797,"0_1"
"2363",0,"17F",13,"0",2004,1,3.2355729128,"0_1"
"2364",0,"17F",14,"0",2005,1,3.2140011829,"0_1"
"2365",0,"17F",15,"0",2006,1,3.1933477966,"0_1"
"2366",0,"17F",16,"0",2007,1,3.1851704932,"0_1"
"2367",0,"17F",17,"0",2008,1,3.1577833678,"0_1"
"2368",0,"17F",18,"0",2009,1,3.1875210331,"0_1"
"2369",1,"17F",19,"0",2010,1,3.171396719,"0_1"
"2370",0,"17F",20,"0",2011,1,3.1579784711,"0_1"
"2371",0,"17F",21,"0",2012,1,3.1088212313,"0_1"
"2372",0,"17F",22,"0",2013,1,3.0697726219,"0_1"
"2373",0,"17F",23,"0",2014,1,2.9597106602,"0_1"
"2374",0,"17F",3,"0",1994,2,7.4884831474,"0_2"
"2375",0,"17F",4,"0",1995,2,7.4535665622,"0_2"
"2376",0,"17F",5,"0",1996,2,7.4798293756,"0_2"
"2377",0,"17F",6,"0",1997,2,7.4896050153,"0_2"
"2378",0,"17F",7,"0",1998,2,7.5088928945,"0_2"
"2379",0,"17F",8,"0",1999,2,7.5732806693,"0_2"
"2380",0,"17F",9,"0",2000,2,7.6309728364,"0_2"
"2381",0,"17F",10,"0",2001,2,7.7408292187,"0_2"
"2382",0,"17F",11,"0",2002,2,7.9084607303,"0_2"
"2383",0,"17F",12,"0",2003,2,8.0316785368,"0_2"
"2384",0,"17F",13,"0",2004,2,8.1362201075,"0_2"
"2385",0,"17F",14,"0",2005,2,8.1550554749,"0_2"
"2386",0,"17F",15,"0",2006,2,8.1715642884,"0_2"
"2387",0,"17F",16,"0",2007,2,8.1781910474,"0_2"
"2388",1,"17F",17,"0",2008,2,8.2153134652,"0_2"
"2389",0,"17F",18,"0",2009,2,8.18424791,"0_2"
"2390",0,"17F",19,"0",2010,2,8.1611246347,"0_2"
"2391",0,"17F",20,"0",2011,2,8.0485284601,"0_2"
"2392",0,"17F",21,"0",2012,2,8.055372843,"0_2"
"2393",0,"17F",22,"0",2013,2,8.0849901408,"0_2"
"2394",0,"17F",23,"0",2014,2,7.9952078959,"0_2"
"2395",0,"17F",3,"0",1994,4,15.665018012,"0_4"
"2396",0,"17F",4,"0",1995,4,15.597572349,"0_4"
"2397",0,"17F",5,"0",1996,4,15.593949224,"0_4"
"2398",0,"17F",6,"0",1997,4,15.660884235,"0_4"
"2399",0,"17F",7,"0",1998,4,15.723167798,"0_4"
"2400",0,"17F",8,"0",1999,4,15.668574231,"0_4"
"2401",1,"17F",9,"0",2000,4,15.80200898,"0_4"
"2402",2,"17F",10,"0",2001,4,15.716195109,"0_4"
"2403",0,"17F",11,"0",2002,4,15.769854869,"0_4"
"2404",1,"17F",12,"0",2003,4,15.819028436,"0_4"
"2405",0,"17F",13,"0",2004,4,15.847260295,"0_4"
"2406",0,"17F",14,"0",2005,4,15.96373429,"0_4"
"2407",0,"17F",15,"0",2006,4,15.801552925,"0_4"
"2408",1,"17F",16,"0",2007,4,16.13765724,"0_4"
"2409",0,"17F",17,"0",2008,4,16.216911134,"0_4"
"2410",1,"17F",18,"0",2009,4,16.203912793,"0_4"
"2411",0,"17F",19,"0",2010,4,16.048324531,"0_4"
"2412",1,"17F",20,"0",2011,4,15.964682681,"0_4"
"2413",0,"17F",21,"0",2012,4,15.550009852,"0_4"
"2414",0,"17F",22,"0",2013,4,15.571061719,"0_4"
"2415",0,"17F",23,"0",2014,4,15.476875158,"0_4"
"2416",0,"17F",3,"0",1994,5,7.4809243881,"0_5"
"2417",1,"17F",4,"0",1995,5,7.1015717027,"0_5"
"2418",1,"17F",5,"0",1996,5,6.8974275346,"0_5"
"2419",0,"17F",6,"0",1997,5,6.5271807311,"0_5"
"2420",2,"17F",7,"0",1998,5,6.2238996305,"0_5"
"2421",0,"17F",8,"0",1999,5,6.3038500377,"0_5"
"2422",0,"17F",9,"0",2000,5,6.0370032854,"0_5"
"2423",2,"17F",10,"0",2001,5,5.7579571837,"0_5"
"2424",0,"17F",11,"0",2002,5,5.982842126,"0_5"
"2425",0,"17F",12,"0",2003,5,5.9364561538,"0_5"
"2426",0,"17F",13,"0",2004,5,5.6612443952,"0_5"
"2427",2,"17F",14,"0",2005,5,5.6695741466,"0_5"
"2428",0,"17F",15,"0",2006,5,5.6999280906,"0_5"
"2429",0,"17F",16,"0",2007,5,5.8015548983,"0_5"
"2430",1,"17F",17,"0",2008,5,5.6456305085,"0_5"
"2431",0,"17F",18,"0",2009,5,5.8452740828,"0_5"
"2432",0,"17F",19,"0",2010,5,5.9167944175,"0_5"
"2433",0,"17F",20,"0",2011,5,6.0759722603,"0_5"
"2434",0,"17F",21,"0",2012,5,6.3098332143,"0_5"
"2435",0,"17F",22,"0",2013,5,6.2753467021,"0_5"
"2436",0,"17F",23,"0",2014,5,6.5785309683,"0_5"
"2437",0,"17F",3,"1",1994,2,0.0753368526,"1_2"
"2438",0,"17F",4,"1",1995,2,0.0858034378,"1_2"
"2439",0,"17F",5,"1",1996,2,0.1334006244,"1_2"
"2440",0,"17F",6,"1",1997,2,0.1803149847,"1_2"
"2441",0,"17F",7,"1",1998,2,0.2597671055,"1_2"
"2442",0,"17F",8,"1",1999,2,0.3096293307,"1_2"
"2443",0,"17F",9,"1",2000,2,0.4222471636,"1_2"
"2444",0,"17F",10,"1",2001,2,0.4934907813,"1_2"
"2445",0,"17F",11,"1",2002,2,0.5057292697,"1_2"
"2446",0,"17F",12,"1",2003,2,0.5407914632,"1_2"
"2447",0,"17F",13,"1",2004,2,0.5496298925,"1_2"
"2448",0,"17F",14,"1",2005,2,0.6192745251,"1_2"
"2449",0,"17F",15,"1",2006,2,0.6825757116,"1_2"
"2450",0,"17F",16,"1",2007,2,0.7120789526,"1_2"
"2451",0,"17F",17,"1",2008,2,0.6834665348,"1_2"
"2452",0,"17F",18,"1",2009,2,0.71848209,"1_2"
"2453",0,"17F",19,"1",2010,2,0.7333053653,"1_2"
"2454",0,"17F",20,"1",2011,2,0.8068415399,"1_2"
"2455",0,"17F",21,"1",2012,2,0.775487157,"1_2"
"2456",0,"17F",22,"1",2013,2,0.6884598592,"1_2"
"2457",0,"17F",23,"1",2014,2,0.7412121041,"1_2"
"2458",0,"17F",3,"1",1994,3,0.1606494907,"1_3"
"2459",0,"17F",4,"1",1995,3,0.2728170201,"1_3"
"2460",0,"17F",5,"1",1996,3,0.4201389878,"1_3"
"2461",0,"17F",6,"1",1997,3,0.5278910758,"1_3"
"2462",0,"17F",7,"1",1998,3,0.6356815827,"1_3"
"2463",0,"17F",8,"1",1999,3,0.7159121326,"1_3"
"2464",0,"17F",9,"1",2000,3,0.7105632814,"1_3"
"2465",0,"17F",10,"1",2001,3,0.7748927778,"1_3"
"2466",0,"17F",11,"1",2002,3,1.0510376798,"1_3"
"2467",1,"17F",12,"1",2003,3,1.0145482467,"1_3"
"2468",0,"17F",13,"1",2004,3,1.1181069806,"1_3"
"2469",0,"17F",14,"1",2005,3,1.2185679389,"1_3"
"2470",0,"17F",15,"1",2006,3,1.1856956902,"1_3"
"2471",0,"17F",16,"1",2007,3,1.1812895229,"1_3"
"2472",0,"17F",17,"1",2008,3,1.3101223223,"1_3"
"2473",0,"17F",18,"1",2009,3,1.4113490164,"1_3"
"2474",0,"17F",19,"1",2010,3,1.4989036643,"1_3"
"2475",0,"17F",20,"1",2011,3,1.4848713916,"1_3"
"2476",2,"17F",21,"1",2012,3,1.8428934932,"1_3"
"2477",0,"17F",22,"1",2013,3,1.7149754386,"1_3"
"2478",0,"17F",23,"1",2014,3,1.8374159202,"1_3"
"2479",1,"17F",3,"1",1994,4,0.4938619877,"1_4"
"2480",1,"17F",4,"1",1995,4,0.7453476511,"1_4"
"2481",0,"17F",5,"1",1996,4,0.9725707762,"1_4"
"2482",1,"17F",6,"1",1997,4,1.1178057653,"1_4"
"2483",1,"17F",7,"1",1998,4,1.2566422024,"1_4"
"2484",3,"17F",8,"1",1999,4,1.5160357694,"1_4"
"2485",0,"17F",9,"1",2000,4,1.5630410204,"1_4"
"2486",0,"17F",10,"1",2001,4,1.8542848906,"1_4"
"2487",0,"17F",11,"1",2002,4,1.9897251309,"1_4"
"2488",2,"17F",12,"1",2003,4,2.1290315636,"1_4"
"2489",0,"17F",13,"1",2004,4,2.3177097047,"1_4"
"2490",0,"17F",14,"1",2005,4,2.4343957097,"1_4"
"2491",1,"17F",15,"1",2006,4,2.8261670746,"1_4"
"2492",0,"17F",16,"1",2007,4,2.7392827603,"1_4"
"2493",0,"17F",17,"1",2008,4,2.7879688659,"1_4"
"2494",0,"17F",18,"1",2009,4,2.8542672075,"1_4"
"2495",2,"17F",19,"1",2010,4,2.9653354688,"1_4"
"2496",0,"17F",20,"1",2011,4,2.9743773189,"1_4"
"2497",1,"17F",21,"1",2012,4,3.3214701485,"1_4"
"2498",1,"17F",22,"1",2013,4,3.2801982809,"1_4"
"2499",0,"17F",23,"1",2014,4,3.3759148419,"1_4"
"2500",0,"17F",3,"1",1994,5,0.5299356119,"1_5"
"2501",0,"17F",4,"1",1995,5,0.8849982973,"1_5"
"2502",4,"17F",5,"1",1996,5,1.0577524654,"1_5"
"2503",0,"17F",6,"1",1997,5,1.4026892689,"1_5"
"2504",1,"17F",7,"1",1998,5,1.6907803695,"1_5"
"2505",5,"17F",8,"1",1999,5,1.6008199623,"1_5"
"2506",1,"17F",9,"1",2000,5,1.8670167146,"1_5"
"2507",0,"17F",10,"1",2001,5,2.1603228163,"1_5"
"2508",0,"17F",11,"1",2002,5,1.962997874,"1_5"
"2509",1,"17F",12,"1",2003,5,2.0470538462,"1_5"
"2510",5,"17F",13,"1",2004,5,2.3845356048,"1_5"
"2511",0,"17F",14,"1",2005,5,2.4554558534,"1_5"
"2512",0,"17F",15,"1",2006,5,2.5303419094,"1_5"
"2513",1,"17F",16,"1",2007,5,2.5458951017,"1_5"
"2514",2,"17F",17,"1",2008,5,2.8847794915,"1_5"
"2515",1,"17F",18,"1",2009,5,2.9096859172,"1_5"
"2516",2,"17F",19,"1",2010,5,3.1117955825,"1_5"
"2517",2,"17F",20,"1",2011,5,3.2618377397,"1_5"
"2518",1,"17F",21,"1",2012,5,3.3710067857,"1_5"
"2519",2,"17F",22,"1",2013,5,3.7226632979,"1_5"
"2520",0,"17F",23,"1",2014,5,3.6888090317,"1_5"
"2521",0,"18A",3,"0",1994,5,7.4809243881,"0_5"
"2522",0,"18A",4,"0",1995,5,7.1015717027,"0_5"
"2523",0,"18A",5,"0",1996,5,6.8974275346,"0_5"
"2524",0,"18A",6,"0",1997,5,6.5271807311,"0_5"
"2525",0,"18A",7,"0",1998,5,6.2238996305,"0_5"
"2526",0,"18A",8,"0",1999,5,6.3038500377,"0_5"
"2527",0,"18A",9,"0",2000,5,6.0370032854,"0_5"
"2528",0,"18A",10,"0",2001,5,5.7579571837,"0_5"
"2529",0,"18A",11,"0",2002,5,5.982842126,"0_5"
"2530",0,"18A",12,"0",2003,5,5.9364561538,"0_5"
"2531",0,"18A",13,"0",2004,5,5.6612443952,"0_5"
"2532",0,"18A",14,"0",2005,5,5.6695741466,"0_5"
"2533",1,"18A",15,"0",2006,5,5.6999280906,"0_5"
"2534",1,"18A",16,"0",2007,5,5.8015548983,"0_5"
"2535",0,"18A",17,"0",2008,5,5.6456305085,"0_5"
"2536",0,"18A",18,"0",2009,5,5.8452740828,"0_5"
"2537",0,"18A",19,"0",2010,5,5.9167944175,"0_5"
"2538",0,"18A",20,"0",2011,5,6.0759722603,"0_5"
"2539",0,"18A",21,"0",2012,5,6.3098332143,"0_5"
"2540",0,"18A",22,"0",2013,5,6.2753467021,"0_5"
"2541",0,"18A",23,"0",2014,5,6.5785309683,"0_5"
"2542",0,"18A",3,"1",1994,4,0.4938619877,"1_4"
"2543",0,"18A",4,"1",1995,4,0.7453476511,"1_4"
"2544",0,"18A",5,"1",1996,4,0.9725707762,"1_4"
"2545",0,"18A",6,"1",1997,4,1.1178057653,"1_4"
"2546",0,"18A",7,"1",1998,4,1.2566422024,"1_4"
"2547",0,"18A",8,"1",1999,4,1.5160357694,"1_4"
"2548",0,"18A",9,"1",2000,4,1.5630410204,"1_4"
"2549",0,"18A",10,"1",2001,4,1.8542848906,"1_4"
"2550",0,"18A",11,"1",2002,4,1.9897251309,"1_4"
"2551",0,"18A",12,"1",2003,4,2.1290315636,"1_4"
"2552",0,"18A",13,"1",2004,4,2.3177097047,"1_4"
"2553",0,"18A",14,"1",2005,4,2.4343957097,"1_4"
"2554",0,"18A",15,"1",2006,4,2.8261670746,"1_4"
"2555",0,"18A",16,"1",2007,4,2.7392827603,"1_4"
"2556",0,"18A",17,"1",2008,4,2.7879688659,"1_4"
"2557",0,"18A",18,"1",2009,4,2.8542672075,"1_4"
"2558",0,"18A",19,"1",2010,4,2.9653354688,"1_4"
"2559",0,"18A",20,"1",2011,4,2.9743773189,"1_4"
"2560",1,"18A",21,"1",2012,4,3.3214701485,"1_4"
"2561",0,"18A",22,"1",2013,4,3.2801982809,"1_4"
"2562",0,"18A",23,"1",2014,4,3.3759148419,"1_4"
"2563",0,"18A",3,"1",1994,5,0.5299356119,"1_5"
"2564",0,"18A",4,"1",1995,5,0.8849982973,"1_5"
"2565",0,"18A",5,"1",1996,5,1.0577524654,"1_5"
"2566",1,"18A",6,"1",1997,5,1.4026892689,"1_5"
"2567",0,"18A",7,"1",1998,5,1.6907803695,"1_5"
"2568",0,"18A",8,"1",1999,5,1.6008199623,"1_5"
"2569",1,"18A",9,"1",2000,5,1.8670167146,"1_5"
"2570",0,"18A",10,"1",2001,5,2.1603228163,"1_5"
"2571",0,"18A",11,"1",2002,5,1.962997874,"1_5"
"2572",0,"18A",12,"1",2003,5,2.0470538462,"1_5"
"2573",0,"18A",13,"1",2004,5,2.3845356048,"1_5"
"2574",0,"18A",14,"1",2005,5,2.4554558534,"1_5"
"2575",0,"18A",15,"1",2006,5,2.5303419094,"1_5"
"2576",0,"18A",16,"1",2007,5,2.5458951017,"1_5"
"2577",0,"18A",17,"1",2008,5,2.8847794915,"1_5"
"2578",0,"18A",18,"1",2009,5,2.9096859172,"1_5"
"2579",0,"18A",19,"1",2010,5,3.1117955825,"1_5"
"2580",0,"18A",20,"1",2011,5,3.2618377397,"1_5"
"2581",0,"18A",21,"1",2012,5,3.3710067857,"1_5"
"2582",0,"18A",22,"1",2013,5,3.7226632979,"1_5"
"2583",0,"18A",23,"1",2014,5,3.6888090317,"1_5"
"2584",0,"18B",3,"0",1994,1,3.2372613781,"0_1"
"2585",0,"18B",4,"0",1995,1,3.309206358,"0_1"
"2586",0,"18B",5,"0",1996,1,3.3685549554,"0_1"
"2587",0,"18B",6,"0",1997,1,3.3883355848,"0_1"
"2588",0,"18B",7,"0",1998,1,3.3857479579,"0_1"
"2589",0,"18B",8,"0",1999,1,3.3919888131,"0_1"
"2590",0,"18B",9,"0",2000,1,3.344126142,"0_1"
"2591",0,"18B",10,"0",2001,1,3.308073347,"0_1"
"2592",0,"18B",11,"0",2002,1,3.267262325,"0_1"
"2593",1,"18B",12,"0",2003,1,3.2504270797,"0_1"
"2594",0,"18B",13,"0",2004,1,3.2355729128,"0_1"
"2595",0,"18B",14,"0",2005,1,3.2140011829,"0_1"
"2596",0,"18B",15,"0",2006,1,3.1933477966,"0_1"
"2597",0,"18B",16,"0",2007,1,3.1851704932,"0_1"
"2598",0,"18B",17,"0",2008,1,3.1577833678,"0_1"
"2599",0,"18B",18,"0",2009,1,3.1875210331,"0_1"
"2600",0,"18B",19,"0",2010,1,3.171396719,"0_1"
"2601",0,"18B",20,"0",2011,1,3.1579784711,"0_1"
"2602",0,"18B",21,"0",2012,1,3.1088212313,"0_1"
"2603",0,"18B",22,"0",2013,1,3.0697726219,"0_1"
"2604",0,"18B",23,"0",2014,1,2.9597106602,"0_1"
"2605",0,"18B",3,"0",1994,4,15.665018012,"0_4"
"2606",0,"18B",4,"0",1995,4,15.597572349,"0_4"
"2607",0,"18B",5,"0",1996,4,15.593949224,"0_4"
"2608",0,"18B",6,"0",1997,4,15.660884235,"0_4"
"2609",1,"18B",7,"0",1998,4,15.723167798,"0_4"
"2610",0,"18B",8,"0",1999,4,15.668574231,"0_4"
"2611",1,"18B",9,"0",2000,4,15.80200898,"0_4"
"2612",0,"18B",10,"0",2001,4,15.716195109,"0_4"
"2613",0,"18B",11,"0",2002,4,15.769854869,"0_4"
"2614",0,"18B",12,"0",2003,4,15.819028436,"0_4"
"2615",0,"18B",13,"0",2004,4,15.847260295,"0_4"
"2616",0,"18B",14,"0",2005,4,15.96373429,"0_4"
"2617",0,"18B",15,"0",2006,4,15.801552925,"0_4"
"2618",0,"18B",16,"0",2007,4,16.13765724,"0_4"
"2619",0,"18B",17,"0",2008,4,16.216911134,"0_4"
"2620",0,"18B",18,"0",2009,4,16.203912793,"0_4"
"2621",0,"18B",19,"0",2010,4,16.048324531,"0_4"
"2622",0,"18B",20,"0",2011,4,15.964682681,"0_4"
"2623",0,"18B",21,"0",2012,4,15.550009852,"0_4"
"2624",0,"18B",22,"0",2013,4,15.571061719,"0_4"
"2625",0,"18B",23,"0",2014,4,15.476875158,"0_4"
"2626",0,"18B",3,"0",1994,5,7.4809243881,"0_5"
"2627",1,"18B",4,"0",1995,5,7.1015717027,"0_5"
"2628",0,"18B",5,"0",1996,5,6.8974275346,"0_5"
"2629",0,"18B",6,"0",1997,5,6.5271807311,"0_5"
"2630",0,"18B",7,"0",1998,5,6.2238996305,"0_5"
"2631",0,"18B",8,"0",1999,5,6.3038500377,"0_5"
"2632",0,"18B",9,"0",2000,5,6.0370032854,"0_5"
"2633",0,"18B",10,"0",2001,5,5.7579571837,"0_5"
"2634",0,"18B",11,"0",2002,5,5.982842126,"0_5"
"2635",0,"18B",12,"0",2003,5,5.9364561538,"0_5"
"2636",0,"18B",13,"0",2004,5,5.6612443952,"0_5"
"2637",0,"18B",14,"0",2005,5,5.6695741466,"0_5"
"2638",0,"18B",15,"0",2006,5,5.6999280906,"0_5"
"2639",0,"18B",16,"0",2007,5,5.8015548983,"0_5"
"2640",0,"18B",17,"0",2008,5,5.6456305085,"0_5"
"2641",0,"18B",18,"0",2009,5,5.8452740828,"0_5"
"2642",0,"18B",19,"0",2010,5,5.9167944175,"0_5"
"2643",0,"18B",20,"0",2011,5,6.0759722603,"0_5"
"2644",0,"18B",21,"0",2012,5,6.3098332143,"0_5"
"2645",0,"18B",22,"0",2013,5,6.2753467021,"0_5"
"2646",0,"18B",23,"0",2014,5,6.5785309683,"0_5"
"2647",0,"18B",3,"1",1994,4,0.4938619877,"1_4"
"2648",0,"18B",4,"1",1995,4,0.7453476511,"1_4"
"2649",0,"18B",5,"1",1996,4,0.9725707762,"1_4"
"2650",0,"18B",6,"1",1997,4,1.1178057653,"1_4"
"2651",0,"18B",7,"1",1998,4,1.2566422024,"1_4"
"2652",0,"18B",8,"1",1999,4,1.5160357694,"1_4"
"2653",0,"18B",9,"1",2000,4,1.5630410204,"1_4"
"2654",0,"18B",10,"1",2001,4,1.8542848906,"1_4"
"2655",0,"18B",11,"1",2002,4,1.9897251309,"1_4"
"2656",0,"18B",12,"1",2003,4,2.1290315636,"1_4"
"2657",0,"18B",13,"1",2004,4,2.3177097047,"1_4"
"2658",0,"18B",14,"1",2005,4,2.4343957097,"1_4"
"2659",0,"18B",15,"1",2006,4,2.8261670746,"1_4"
"2660",1,"18B",16,"1",2007,4,2.7392827603,"1_4"
"2661",0,"18B",17,"1",2008,4,2.7879688659,"1_4"
"2662",0,"18B",18,"1",2009,4,2.8542672075,"1_4"
"2663",0,"18B",19,"1",2010,4,2.9653354688,"1_4"
"2664",0,"18B",20,"1",2011,4,2.9743773189,"1_4"
"2665",0,"18B",21,"1",2012,4,3.3214701485,"1_4"
"2666",0,"18B",22,"1",2013,4,3.2801982809,"1_4"
"2667",0,"18B",23,"1",2014,4,3.3759148419,"1_4"
"2668",0,"18B",3,"1",1994,5,0.5299356119,"1_5"
"2669",0,"18B",4,"1",1995,5,0.8849982973,"1_5"
"2670",0,"18B",5,"1",1996,5,1.0577524654,"1_5"
"2671",0,"18B",6,"1",1997,5,1.4026892689,"1_5"
"2672",2,"18B",7,"1",1998,5,1.6907803695,"1_5"
"2673",2,"18B",8,"1",1999,5,1.6008199623,"1_5"
"2674",1,"18B",9,"1",2000,5,1.8670167146,"1_5"
"2675",0,"18B",10,"1",2001,5,2.1603228163,"1_5"
"2676",0,"18B",11,"1",2002,5,1.962997874,"1_5"
"2677",1,"18B",12,"1",2003,5,2.0470538462,"1_5"
"2678",0,"18B",13,"1",2004,5,2.3845356048,"1_5"
"2679",0,"18B",14,"1",2005,5,2.4554558534,"1_5"
"2680",1,"18B",15,"1",2006,5,2.5303419094,"1_5"
"2681",0,"18B",16,"1",2007,5,2.5458951017,"1_5"
"2682",0,"18B",17,"1",2008,5,2.8847794915,"1_5"
"2683",0,"18B",18,"1",2009,5,2.9096859172,"1_5"
"2684",0,"18B",19,"1",2010,5,3.1117955825,"1_5"
"2685",0,"18B",20,"1",2011,5,3.2618377397,"1_5"
"2686",0,"18B",21,"1",2012,5,3.3710067857,"1_5"
"2687",0,"18B",22,"1",2013,5,3.7226632979,"1_5"
"2688",0,"18B",23,"1",2014,5,3.6888090317,"1_5"
"2689",4,"18C",3,"0",1994,1,3.2372613781,"0_1"
"2690",5,"18C",4,"0",1995,1,3.309206358,"0_1"
"2691",2,"18C",5,"0",1996,1,3.3685549554,"0_1"
"2692",5,"18C",6,"0",1997,1,3.3883355848,"0_1"
"2693",3,"18C",7,"0",1998,1,3.3857479579,"0_1"
"2694",3,"18C",8,"0",1999,1,3.3919888131,"0_1"
"2695",0,"18C",9,"0",2000,1,3.344126142,"0_1"
"2696",5,"18C",10,"0",2001,1,3.308073347,"0_1"
"2697",4,"18C",11,"0",2002,1,3.267262325,"0_1"
"2698",3,"18C",12,"0",2003,1,3.2504270797,"0_1"
"2699",5,"18C",13,"0",2004,1,3.2355729128,"0_1"
"2700",1,"18C",14,"0",2005,1,3.2140011829,"0_1"
"2701",1,"18C",15,"0",2006,1,3.1933477966,"0_1"
"2702",4,"18C",16,"0",2007,1,3.1851704932,"0_1"
"2703",2,"18C",17,"0",2008,1,3.1577833678,"0_1"
"2704",0,"18C",18,"0",2009,1,3.1875210331,"0_1"
"2705",1,"18C",19,"0",2010,1,3.171396719,"0_1"
"2706",2,"18C",20,"0",2011,1,3.1579784711,"0_1"
"2707",0,"18C",21,"0",2012,1,3.1088212313,"0_1"
"2708",1,"18C",22,"0",2013,1,3.0697726219,"0_1"
